BiAsO3,0.7085599638748284,160.0,1.9,115.0,2.18
CuBiO3,1.3986067882554991,135.0,1.9,160.0,1.9
AsWO3,0.8181880213833793,115.0,2.18,135.0,1.7
SiTeO3,1.9129123430983639,110.0,1.9,140.0,2.1
GeNaO3,1.3367587197730457,125.0,2.01,180.0,0.93
BeCsO3,3.338034560782153,105.0,1.57,260.0,0.79
LaGeO3,0.27853383831490675,195.0,1.1,125.0,2.01
SrInO3,0.43070615509297455,200.0,0.95,155.0,1.78
RhRbO3,3.1041515727137474,135.0,2.28,235.0,0.82
HgAgO3,1.9524878425962502,150.0,1.9,160.0,1.93
ReMgO3,1.730409723967736,135.0,1.9,150.0,1.31
MnSrO3,1.7967045907867885,140.0,1.55,200.0,0.95
RbFeO3,0.6712199540048396,235.0,0.82,140.0,1.83
ReBO3,1.677310986205231,135.0,1.9,85.0,2.04
BiMgO3,0.7723853617812452,160.0,1.9,150.0,1.31
CaPtO3,1.0630816047384712,180.0,1.0,135.0,2.2
PtCsO3,3.0227572942202876,135.0,2.2,260.0,0.79
RbZnO3,1.257287923910838,235.0,0.82,135.0,1.65
BaZnO3,0.652320123642587,215.0,0.89,135.0,1.65
GaRhO3,1.053672408315728,130.0,1.81,135.0,2.28
CdCsO3,1.8710858422327845,155.0,1.69,260.0,0.79
WMgO3,0.8418139072751238,135.0,1.7,150.0,1.31
ZrCrO3,0.6991424130599896,155.0,1.33,140.0,1.66
NiVO3,0.7244718163063439,135.0,1.91,135.0,1.63
ZnPbO3,1.0016539742159758,135.0,1.65,180.0,1.8
AlMnO3,1.0620483242436038,125.0,1.61,140.0,1.55
TeTeO3,1.1724952740867458,140.0,2.1,140.0,2.1
LaAgO3,0.9626415019755307,195.0,1.1,160.0,1.93
IrRbO3,3.6552145863683365,135.0,2.2,235.0,0.82
TiNiO3,1.030828403105987,140.0,1.54,135.0,1.91
TeAsO3,1.091074147043279,140.0,2.1,115.0,2.18
GaGeO3,0.6616413312628566,130.0,1.81,125.0,2.01
GaPbO3,1.0552829152145164,130.0,1.81,180.0,1.8
SiInO3,1.5096262781690144,110.0,1.9,155.0,1.78
FeIrO3,1.537753334674837,140.0,1.83,135.0,2.2
LiYO3,1.1618866336226596,145.0,0.98,180.0,1.22
InSbO3,0.5728600429131412,155.0,1.78,145.0,2.05
CrTeO3,1.0469785033231545,140.0,1.66,140.0,2.1
HgGaO3,1.02630945103883,150.0,1.9,130.0,1.81
TiWO3,1.0899473517229523,140.0,1.54,135.0,1.7
AuPbO3,1.7523285830833686,135.0,2.4,180.0,1.8
CsLaO3,0.6551911691208303,260.0,0.79,195.0,1.1
SrCoO3,0.44226690065649094,200.0,0.95,135.0,1.88
CoYO3,1.6051439678558652,135.0,1.88,180.0,1.22
RhOsO3,1.572412060017323,135.0,2.28,130.0,2.2
NiLiO3,2.0390346578674787,135.0,1.91,145.0,0.98
CsSbO3,0.43111952995024366,260.0,0.79,145.0,2.05
RhSiO3,1.1380585989166014,135.0,2.28,110.0,1.9
CrCaO3,1.7429845845601122,140.0,1.66,180.0,1.0
SiYO3,1.408448305119697,110.0,1.9,180.0,1.22
BeCoO3,1.1572574767495774,105.0,1.57,135.0,1.88
IrInO3,1.3749183004542984,135.0,2.2,155.0,1.78
AuNaO3,2.423812713932729,135.0,2.4,180.0,0.93
RuYO3,1.3000794969974578,130.0,2.2,180.0,1.22
CaCrO3,-0.04274917271083893,180.0,1.0,140.0,1.66
AsSiO3,1.0085584993258934,115.0,2.18,110.0,1.9
TaPbO3,1.5663692054756744,145.0,1.5,180.0,1.8
PbRuO3,0.7749897473164709,180.0,1.8,130.0,2.2
ReScO3,1.1628828378155007,135.0,1.9,160.0,1.36
GeMgO3,1.22975877964219,125.0,2.01,150.0,1.31
NiNbO3,0.6090899009408262,135.0,1.91,145.0,1.6
BCaO3,3.2663417533753654,85.0,2.04,180.0,1.0
LiZrO3,0.5057068904526488,145.0,0.98,155.0,1.33
PdKO3,2.742101963833301,140.0,2.2,220.0,0.82
AsBaO3,2.228381656590924,115.0,2.18,215.0,0.89
CaVO3,-0.1422015861481299,180.0,1.0,135.0,1.63
FeZnO3,1.4574456374326394,140.0,1.83,135.0,1.65
CdSnO3,0.4325527061700143,155.0,1.69,145.0,1.96
TeCoO3,1.034741861778985,140.0,2.1,135.0,1.88
FeRuO3,1.3568369759276067,140.0,1.83,130.0,2.2
MnMoO3,0.3828419432817995,140.0,1.55,145.0,2.16
BiSnO3,0.6243106043384685,160.0,1.9,145.0,1.96
FeCoO3,0.9905816018619532,140.0,1.83,135.0,1.88
SbZrO3,0.46623344961341073,145.0,2.05,155.0,1.33
KCdO3,1.2765586142511303,220.0,0.82,155.0,1.69
InRbO3,2.3026606087634907,155.0,1.78,235.0,0.82
LaSiO3,0.48426195824674495,195.0,1.1,110.0,1.9
NbPtO3,1.521596863059156,145.0,1.6,135.0,2.2
HfReO3,1.302747212278645,155.0,1.3,135.0,1.9
ReHfO3,1.0492874251636721,135.0,1.9,155.0,1.3
RbCaO3,1.2651319464298474,235.0,0.82,180.0,1.0
RbKO3,1.8844802526911437,235.0,0.82,220.0,0.82
TiZrO3,0.696096291504783,140.0,1.54,155.0,1.33
InYO3,0.9721212746985592,155.0,1.78,180.0,1.22
AsOsO3,1.489750791004686,115.0,2.18,130.0,2.2
BNbO3,1.2055734571872292,85.0,2.04,145.0,1.6
NiPbO3,1.7822887529170033,135.0,1.91,180.0,1.8
CoMnO3,0.6547452969514567,135.0,1.88,140.0,1.55
PbZrO3,0.08708137388346274,180.0,1.8,155.0,1.33
TaYO3,0.8366141238075201,145.0,1.5,180.0,1.22
LiCaO3,1.7990209642568467,145.0,0.98,180.0,1.0
ZnWO3,0.40334104717105107,135.0,1.65,135.0,1.7
AsTaO3,0.4974787833014659,115.0,2.18,145.0,1.5
TaAsO3,1.0930523736223656,145.0,1.5,115.0,2.18
RuAgO3,2.340286117105144,130.0,2.2,160.0,1.93
ZnBO3,1.3322077885055534,135.0,1.65,85.0,2.04
ZrVO3,0.7762828831246977,155.0,1.33,135.0,1.63
AgZrO3,0.7106984792790335,160.0,1.93,155.0,1.33
RbPbO3,0.8300435780993297,235.0,0.82,180.0,1.8
SiAsO3,1.4860477278356208,110.0,1.9,115.0,2.18
HgGeO3,0.7809472063675088,150.0,1.9,125.0,2.01
MgAuO3,1.3854488342907132,150.0,1.31,135.0,2.4
LaSnO3,0.46722202585915085,195.0,1.1,145.0,1.96
MoPbO3,1.2427602728043987,145.0,2.16,180.0,1.8
PtTeO3,1.7117445113314198,135.0,2.2,140.0,2.1
PbAuO3,1.330824566996538,180.0,1.8,135.0,2.4
IrCaO3,2.7293087182118576,135.0,2.2,180.0,1.0
PdAsO3,1.3276916250737862,140.0,2.2,115.0,2.18
IrNiO3,1.9966476105247644,135.0,2.2,135.0,1.91
PtVO3,1.051932596918452,135.0,2.2,135.0,1.63
LaMoO3,0.5342789305118117,195.0,1.1,145.0,2.16
ZnVO3,0.19493904920470156,135.0,1.65,135.0,1.63
ZnRbO3,2.6890365255493736,135.0,1.65,235.0,0.82
CuTeO3,1.0236098748033313,135.0,1.9,140.0,2.1
CrMnO3,0.47962137658331017,140.0,1.66,140.0,1.55
YCrO3,0.12464755196416064,180.0,1.22,140.0,1.66
ReCdO3,1.6414611930895908,135.0,1.9,155.0,1.69
RbPdO3,1.2595749616942093,235.0,0.82,140.0,2.2
FeHgO3,2.0979666554565837,140.0,1.83,150.0,1.9
ScPtO3,1.3585845254808973,160.0,1.36,135.0,2.2
NbGeO3,0.8590354673622187,145.0,1.6,125.0,2.01
PbYO3,0.6092139210702718,180.0,1.8,180.0,1.22
BePbO3,2.3143185917992453,105.0,1.57,180.0,1.8
RuKO3,1.832763891913799,130.0,2.2,220.0,0.82
NbMoO3,1.024105201375292,145.0,1.6,145.0,2.16
LaHgO3,1.1112544068639452,195.0,1.1,150.0,1.9
InTiO3,0.2380845385174794,155.0,1.78,140.0,1.54
AgBaO3,1.94739891179712,160.0,1.93,215.0,0.89
MgPdO3,1.1005374150302152,150.0,1.31,140.0,2.2
HfWO3,1.5668606790235742,155.0,1.3,135.0,1.7
SiHgO3,2.2920703260129662,110.0,1.9,150.0,1.9
CsZrO3,0.26833930616076884,260.0,0.79,155.0,1.33
FeAuO3,1.688183037233486,140.0,1.83,135.0,2.4
NiHfO3,0.9856308442484092,135.0,1.91,155.0,1.3
HgAsO3,1.048419542916261,150.0,1.9,115.0,2.18
ScSiO3,0.7302689328187114,160.0,1.36,110.0,1.9
YCaO3,0.9482818947932679,180.0,1.22,180.0,1.0
NaGeO3,0.3893936738259548,180.0,0.93,125.0,2.01
CdCaO3,1.553703883788139,155.0,1.69,180.0,1.0
SbSrO3,1.0947345057625526,145.0,2.05,200.0,0.95
SiSrO3,2.6942932122245784,110.0,1.9,200.0,0.95
LiPbO3,1.2868495193658724,145.0,0.98,180.0,1.8
ZrTaO3,0.5502882552292874,155.0,1.33,145.0,1.5
RhHgO3,2.400356382695776,135.0,2.28,150.0,1.9
NaLiO3,1.585158111576105,180.0,0.93,145.0,0.98
NiAsO3,1.0239768926303747,135.0,1.91,115.0,2.18
InZnO3,1.0604097248419933,155.0,1.78,135.0,1.65
CaFeO3,0.2711293544988891,180.0,1.0,140.0,1.83
CsAsO3,0.840662915263431,260.0,0.79,115.0,2.18
BTaO3,1.0632979119693644,85.0,2.04,145.0,1.5
IrCuO3,1.7809625702255012,135.0,2.2,135.0,1.9
CrHgO3,1.3850409283484424,140.0,1.66,150.0,1.9
NbCsO3,3.305599286637259,145.0,1.6,260.0,0.79
CsOsO3,0.7688034187919343,260.0,0.79,130.0,2.2
CdAgO3,1.5621560828490366,155.0,1.69,160.0,1.93
AsGeO3,0.950362331782545,115.0,2.18,125.0,2.01
WNbO3,1.2307765500210706,135.0,1.7,145.0,1.6
AlAuO3,1.945825437928773,125.0,1.61,135.0,2.4
ZrAlO3,0.4944365608829159,155.0,1.33,125.0,1.61
SnCoO3,0.7794566453228235,145.0,1.96,135.0,1.88
CrMgO3,1.0848083821442294,140.0,1.66,150.0,1.31
BaRuO3,0.41117334069920874,215.0,0.89,130.0,2.2
ZnPtO3,1.2940755271025772,135.0,1.65,135.0,2.2
NaTlO3,1.3334881124221227,180.0,0.93,190.0,1.8
AgBiO3,1.215701519844486,160.0,1.93,160.0,1.9
AlOsO3,1.7173743096565288,125.0,1.61,130.0,2.2
BeSiO3,1.2465799236639405,105.0,1.57,110.0,1.9
IrBiO3,1.5572547576047662,135.0,2.2,160.0,1.9
SbNiO3,0.7670810477852811,145.0,2.05,135.0,1.91
CuAlO3,1.081646234073785,135.0,1.9,125.0,1.61
AlVO3,0.9597565505722201,125.0,1.61,135.0,1.63
TiTlO3,1.4502648825832494,140.0,1.54,190.0,1.8
FePbO3,1.1138765850776828,140.0,1.83,180.0,1.8
BiHfO3,0.46747111162855787,160.0,1.9,155.0,1.3
MgSbO3,0.7255631859424945,150.0,1.31,145.0,2.05
BaAuO3,1.0142388689242332,215.0,0.89,135.0,2.4
GaAsO3,0.9300608749150434,130.0,1.81,115.0,2.18
LiBO3,1.41761860740338,145.0,0.98,85.0,2.04
BGaO3,2.445607859733527,85.0,2.04,130.0,1.81
VNaO3,2.5789845267247147,135.0,1.63,180.0,0.93
CdNiO3,1.0639531874102262,155.0,1.69,135.0,1.91
TiPdO3,1.4733594883845256,140.0,1.54,140.0,2.2
AlZnO3,1.2491896126511768,125.0,1.61,135.0,1.65
ReFeO3,1.6755208001982311,135.0,1.9,140.0,1.83
GeBaO3,1.8468055914990145,125.0,2.01,215.0,0.89
ZrMgO3,0.5532302808251458,155.0,1.33,150.0,1.31
CrVO3,0.047257014986125515,140.0,1.66,135.0,1.63
VRuO3,1.2749246715165072,135.0,1.63,130.0,2.2
CaMgO3,0.771945210836185,180.0,1.0,150.0,1.31
WRbO3,1.8739217969847062,135.0,1.7,235.0,0.82
BaTeO3,0.2214028275098528,215.0,0.89,140.0,2.1
LiNbO3,-0.06590987818276091,145.0,0.98,145.0,1.6
SrPtO3,0.8398858798960795,200.0,0.95,135.0,2.2
BiNiO3,0.7114060767024248,160.0,1.9,135.0,1.91
YPtO3,1.1439419793095347,180.0,1.22,135.0,2.2
ScZrO3,0.34446043353819533,160.0,1.36,155.0,1.33
CaRhO3,0.8212665665087684,180.0,1.0,135.0,2.28
MgAsO3,0.7580472778448801,150.0,1.31,115.0,2.18
CsHfO3,0.30359854502882655,260.0,0.79,155.0,1.3
SbAuO3,1.4044257803866032,145.0,2.05,135.0,2.4
VVO3,0.1759826998075738,135.0,1.63,135.0,1.63
CaCsO3,1.6772876085390713,180.0,1.0,260.0,0.79
PbSiO3,0.4852240743599182,180.0,1.8,110.0,1.9
SbFeO3,0.7292841825010911,145.0,2.05,140.0,1.83
GeHgO3,1.5654952295639966,125.0,2.01,150.0,1.9
WCuO3,1.826001483384232,135.0,1.7,135.0,1.9
BeSbO3,1.6500550967057677,105.0,1.57,145.0,2.05
OsNaO3,2.9680893800243604,130.0,2.2,180.0,0.93
TiCsO3,2.9997057643718996,140.0,1.54,260.0,0.79
CoMoO3,1.0412761241415809,135.0,1.88,145.0,2.16
SrTaO3,0.09943312822233992,200.0,0.95,145.0,1.5
LaWO3,0.3950589349020646,195.0,1.1,135.0,1.7
LiTaO3,0.1359316399221811,145.0,0.98,145.0,1.5
CoCuO3,1.7347893410644943,135.0,1.88,135.0,1.9
CsYO3,0.7914894458134369,260.0,0.79,180.0,1.22
HfBiO3,1.3621304892318045,155.0,1.3,160.0,1.9
WTlO3,1.568376572037031,135.0,1.7,190.0,1.8
BYO3,2.6027724063126256,85.0,2.04,180.0,1.22
LiWO3,-0.0025695699287169305,145.0,0.98,135.0,1.7
ReBiO3,1.560420098109585,135.0,1.9,160.0,1.9
HgRhO3,1.3721989215767074,150.0,1.9,135.0,2.28
NaNiO3,1.0296892459898621,180.0,0.93,135.0,1.91
KCrO3,0.08299681064543733,220.0,0.82,140.0,1.66
PtHgO3,1.976269250147532,135.0,2.2,150.0,1.9
TaVO3,0.44096731592788957,145.0,1.5,135.0,1.63
SiMgO3,2.0422210516283057,110.0,1.9,150.0,1.31
NiIrO3,1.6927048263101967,135.0,1.91,135.0,2.2
TiScO3,0.597402108533602,140.0,1.54,160.0,1.36
HfOsO3,1.5381592825879522,155.0,1.3,130.0,2.2
CsLiO3,1.8828532951043464,260.0,0.79,145.0,0.98
RbInO3,0.7274582974641902,235.0,0.82,155.0,1.78
ZrNaO3,1.3056661185452298,155.0,1.33,180.0,0.93
RuVO3,0.877193968166263,130.0,2.2,135.0,1.63
MnAuO3,1.3963851076034999,140.0,1.55,135.0,2.4
TaFeO3,1.1756612755709057,145.0,1.5,140.0,1.83
CrAlO3,0.5883372230585664,140.0,1.66,125.0,1.61
AuCaO3,2.019140629421739,135.0,2.4,180.0,1.0
CrNiO3,1.0829521290486555,140.0,1.66,135.0,1.91
WPtO3,1.8039370637695789,135.0,1.7,135.0,2.2
TlCaO3,1.463516997156087,190.0,1.8,180.0,1.0
LaTlO3,0.7074482524573135,195.0,1.1,190.0,1.8
YMgO3,0.6807377582421381,180.0,1.22,150.0,1.31
PtRhO3,1.6670720902367038,135.0,2.2,135.0,2.28
GaAlO3,0.7872137467267855,130.0,1.81,125.0,1.61
NiTaO3,0.3739688751197733,135.0,1.91,145.0,1.5
SnWO3,0.3123723315408043,145.0,1.96,135.0,1.7
PbKO3,2.018900103470158,180.0,1.8,220.0,0.82
CsSiO3,1.0869416262974028,260.0,0.79,110.0,1.9
TlFeO3,0.7657369219983614,190.0,1.8,140.0,1.83
HfNbO3,0.671107391526499,155.0,1.3,145.0,1.6
LiKO3,2.53341622862139,145.0,0.98,220.0,0.82
ScRuO3,1.3508922898670732,160.0,1.36,130.0,2.2
HgBaO3,1.855506305292566,150.0,1.9,215.0,0.89
FeAlO3,0.7764721854993141,140.0,1.83,125.0,1.61
MgTeO3,0.6924278794143426,150.0,1.31,140.0,2.1
ZrSiO3,1.0699114176384215,155.0,1.33,110.0,1.9
HgVO3,0.48645686351860534,150.0,1.9,135.0,1.63
SiRhO3,1.751253429738064,110.0,1.9,135.0,2.28
AuVO3,0.7436858926710336,135.0,2.4,135.0,1.63
RbRbO3,1.9739975041226807,235.0,0.82,235.0,0.82
TiIrO3,1.8537289312456253,140.0,1.54,135.0,2.2
CrReO3,0.6046692356424259,140.0,1.66,135.0,1.9
TeTlO3,1.2935930231266703,140.0,2.1,190.0,1.8
AgTaO3,-0.03953992375658259,160.0,1.93,145.0,1.5
AgAgO3,1.9601309156973046,160.0,1.93,160.0,1.93
GeCoO3,0.9897172821156964,125.0,2.01,135.0,1.88
TlTeO3,0.7871637101472494,190.0,1.8,140.0,2.1
BiZnO3,0.7797509842724665,160.0,1.9,135.0,1.65
CaSiO3,0.10552562074194896,180.0,1.0,110.0,1.9
KTeO3,0.3893196825550092,220.0,0.82,140.0,2.1
IrOsO3,2.060307944420547,135.0,2.2,130.0,2.2
KZrO3,0.11051266657323851,220.0,0.82,155.0,1.33
CuGeO3,0.9354142957116011,135.0,1.9,125.0,2.01
HfCaO3,1.192957868164838,155.0,1.3,180.0,1.0
HgMgO3,1.3414783186451593,150.0,1.9,150.0,1.31
AuMoO3,0.7289755632996233,135.0,2.4,145.0,2.16
RhLaO3,1.2803903489789896,135.0,2.28,195.0,1.1
YCuO3,0.8143650873784857,180.0,1.22,135.0,1.9
RbRuO3,0.685725965398953,235.0,0.82,130.0,2.2
GeTlO3,1.282100058672564,125.0,2.01,190.0,1.8
GaBiO3,1.087144026018727,130.0,1.81,160.0,1.9
MgAgO3,1.4054335024074185,150.0,1.31,160.0,1.93
RuCuO3,1.8451036223939874,130.0,2.2,135.0,1.9
PtHfO3,1.2373302098151258,135.0,2.2,155.0,1.3
PdIrO3,1.648536364366624,140.0,2.2,135.0,2.2
NbAuO3,1.7286258927761389,145.0,1.6,135.0,2.4
RbSbO3,0.23492896968857266,235.0,0.82,145.0,2.05
ReAgO3,2.635247321253945,135.0,1.9,160.0,1.93
ZrFeO3,0.9919507667947514,155.0,1.33,140.0,1.83
RhCdO3,2.1493817051202617,135.0,2.28,155.0,1.69
VBO3,0.829290180776512,135.0,1.63,85.0,2.04
SrHgO3,1.110151951942361,200.0,0.95,150.0,1.9
NbWO3,1.0284334689292565,145.0,1.6,135.0,1.7
SbMoO3,0.6675854755592653,145.0,2.05,145.0,2.16
RhSnO3,1.2297148728527296,135.0,2.28,145.0,1.96
HgYO3,1.261368500891893,150.0,1.9,180.0,1.22
BiRbO3,2.1929096966859456,160.0,1.9,235.0,0.82
CaReO3,0.310005772580736,180.0,1.0,135.0,1.9
InInO3,0.8858325179754623,155.0,1.78,155.0,1.78
RhNaO3,2.509807705641758,135.0,2.28,180.0,0.93
LiMgO3,1.3123009127672745,145.0,0.98,150.0,1.31
CaBiO3,0.6805450993405202,180.0,1.0,160.0,1.9
OsRbO3,3.5843452717280613,130.0,2.2,235.0,0.82
TiSbO3,1.4382716624196483,140.0,1.54,145.0,2.05
ReNbO3,1.2692148210251986,135.0,1.9,145.0,1.6
NiTiO3,0.46149000856599115,135.0,1.91,140.0,1.54
PdMnO3,1.0159462954325904,140.0,2.2,140.0,1.55
PdBaO3,2.265818477257614,140.0,2.2,215.0,0.89
CrZnO3,1.2725779875146117,140.0,1.66,135.0,1.65
YAsO3,0.7322154932481645,180.0,1.22,115.0,2.18
AsTlO3,1.4076658928018417,115.0,2.18,190.0,1.8
